time (s),v("/sine_in" ?result "tran") (V),v("/Freq" ?result "tran") (FF)
62.95E-3,-998.0E-3,1.622E3
62.97E-3,-950.9E-3,1.622E3
63.00E-3,-844.1E-3,1.622E3
63.02E-3,-684.2E-3,1.622E3
63.05E-3,-481.3E-3,1.622E3
63.07E-3,-248.2E-3,1.622E3
63.10E-3,45.01E-6,1.628E3
63.12E-3,248.8E-3,1.628E3
63.14E-3,481.8E-3,1.628E3
63.17E-3,684.6E-3,1.628E3
63.19E-3,844.4E-3,1.628E3
63.22E-3,951.1E-3,1.628E3
63.24E-3,998.0E-3,1.628E3
63.27E-3,982.3E-3,1.628E3
63.29E-3,904.7E-3,1.628E3
63.32E-3,770.4E-3,1.628E3
63.34E-3,587.6E-3,1.628E3
63.36E-3,367.9E-3,1.628E3
63.39E-3,125.1E-3,1.628E3
63.41E-3,-125.6E-3,1.628E3
63.44E-3,-368.4E-3,1.628E3
63.46E-3,-588.1E-3,1.628E3
63.49E-3,-770.7E-3,1.628E3
63.51E-3,-905.0E-3,1.628E3
63.54E-3,-982.4E-3,1.628E3
63.56E-3,-998.0E-3,1.628E3
63.58E-3,-950.9E-3,1.628E3
63.61E-3,-844.1E-3,1.628E3
63.63E-3,-684.2E-3,1.628E3
63.66E-3,-481.3E-3,1.628E3
63.68E-3,-248.2E-3,1.628E3
63.71E-3,45.05E-6,1.634E3
63.73E-3,248.8E-3,1.634E3
63.76E-3,481.8E-3,1.634E3
63.78E-3,684.6E-3,1.634E3
63.80E-3,844.4E-3,1.634E3
63.83E-3,951.1E-3,1.634E3
63.85E-3,998.0E-3,1.634E3
63.88E-3,982.3E-3,1.634E3
63.90E-3,904.7E-3,1.634E3
63.93E-3,770.4E-3,1.634E3
63.95E-3,587.6E-3,1.634E3
63.98E-3,367.9E-3,1.634E3
64.00E-3,125.1E-3,1.634E3
64.02E-3,-125.6E-3,1.634E3
64.05E-3,-368.4E-3,1.634E3
64.07E-3,-588.0E-3,1.634E3
64.10E-3,-770.7E-3,1.634E3
64.12E-3,-905.0E-3,1.634E3
64.15E-3,-982.4E-3,1.634E3
64.17E-3,-998.0E-3,1.634E3
64.20E-3,-950.9E-3,1.634E3
64.22E-3,-844.1E-3,1.634E3
64.24E-3,-684.2E-3,1.634E3
64.27E-3,-481.3E-3,1.634E3
64.29E-3,-248.2E-3,1.634E3
64.32E-3,45.09E-6,1.640E3
64.34E-3,248.8E-3,1.640E3
64.37E-3,481.8E-3,1.640E3
64.39E-3,684.6E-3,1.640E3
64.41E-3,844.4E-3,1.640E3
64.44E-3,951.1E-3,1.640E3
64.46E-3,998.0E-3,1.640E3
64.49E-3,982.3E-3,1.640E3
64.51E-3,904.7E-3,1.640E3
64.54E-3,770.4E-3,1.640E3
64.56E-3,587.6E-3,1.640E3
64.58E-3,367.9E-3,1.640E3
64.61E-3,125.1E-3,1.640E3
64.63E-3,-125.6E-3,1.640E3
64.66E-3,-368.4E-3,1.640E3
64.68E-3,-588.0E-3,1.640E3
64.71E-3,-770.7E-3,1.640E3
64.73E-3,-905.0E-3,1.640E3
64.75E-3,-982.4E-3,1.640E3
64.78E-3,-998.0E-3,1.640E3
64.80E-3,-950.9E-3,1.640E3
64.83E-3,-844.1E-3,1.640E3
64.85E-3,-684.2E-3,1.640E3
64.88E-3,-481.3E-3,1.640E3
64.90E-3,-248.2E-3,1.640E3
64.92E-3,45.12E-6,1.646E3
64.95E-3,248.8E-3,1.646E3
64.97E-3,481.8E-3,1.646E3
65.00E-3,684.6E-3,1.646E3
65.02E-3,844.4E-3,1.646E3
65.05E-3,951.1E-3,1.646E3
65.07E-3,998.0E-3,1.646E3
65.09E-3,982.3E-3,1.646E3
65.12E-3,904.7E-3,1.646E3
65.14E-3,770.4E-3,1.646E3
65.17E-3,587.6E-3,1.646E3
65.19E-3,367.9E-3,1.646E3
65.22E-3,125.1E-3,1.646E3
65.24E-3,-125.6E-3,1.646E3
65.26E-3,-368.4E-3,1.646E3
65.29E-3,-588.0E-3,1.646E3
65.31E-3,-770.7E-3,1.646E3
65.34E-3,-905.0E-3,1.646E3
65.36E-3,-982.4E-3,1.646E3
65.38E-3,-998.0E-3,1.646E3
65.41E-3,-950.9E-3,1.646E3
65.43E-3,-844.1E-3,1.646E3
65.46E-3,-684.2E-3,1.646E3
65.48E-3,-481.3E-3,1.646E3
65.51E-3,-248.2E-3,1.646E3
65.53E-3,45.16E-6,1.652E3
65.55E-3,248.8E-3,1.652E3
65.58E-3,481.8E-3,1.652E3
65.60E-3,684.6E-3,1.652E3
65.63E-3,844.4E-3,1.652E3
65.65E-3,951.1E-3,1.652E3
65.67E-3,998.0E-3,1.652E3
65.70E-3,982.3E-3,1.652E3
65.72E-3,904.7E-3,1.652E3
65.75E-3,770.4E-3,1.652E3
65.77E-3,587.6E-3,1.652E3
65.80E-3,367.9E-3,1.652E3
65.82E-3,125.1E-3,1.652E3
65.84E-3,-125.6E-3,1.652E3
65.87E-3,-368.4E-3,1.652E3
65.89E-3,-588.0E-3,1.652E3
65.92E-3,-770.7E-3,1.652E3
65.94E-3,-905.0E-3,1.652E3
65.96E-3,-982.4E-3,1.652E3
65.99E-3,-998.0E-3,1.652E3
66.01E-3,-950.9E-3,1.652E3
66.04E-3,-844.1E-3,1.652E3
66.06E-3,-684.2E-3,1.652E3
66.08E-3,-481.3E-3,1.652E3
66.11E-3,-248.2E-3,1.652E3
66.13E-3,45.19E-6,1.658E3
66.16E-3,248.8E-3,1.658E3
66.18E-3,481.8E-3,1.658E3
66.20E-3,684.6E-3,1.658E3
66.23E-3,844.4E-3,1.658E3
66.25E-3,951.1E-3,1.658E3
66.28E-3,998.0E-3,1.658E3
66.30E-3,982.3E-3,1.658E3
66.33E-3,904.7E-3,1.658E3
66.35E-3,770.4E-3,1.658E3
66.37E-3,587.6E-3,1.658E3
66.40E-3,367.9E-3,1.658E3
66.42E-3,125.1E-3,1.658E3
66.45E-3,-125.6E-3,1.658E3
66.47E-3,-368.4E-3,1.658E3
66.49E-3,-588.0E-3,1.658E3
66.52E-3,-770.7E-3,1.658E3
66.54E-3,-905.0E-3,1.658E3
66.57E-3,-982.4E-3,1.658E3
66.59E-3,-998.0E-3,1.658E3
66.61E-3,-950.9E-3,1.658E3
66.64E-3,-844.1E-3,1.658E3
66.66E-3,-684.2E-3,1.658E3
66.69E-3,-481.3E-3,1.658E3
66.71E-3,-248.2E-3,1.658E3
66.73E-3,45.23E-6,1.664E3
66.76E-3,248.8E-3,1.664E3
66.78E-3,481.8E-3,1.664E3
66.81E-3,684.6E-3,1.664E3
66.83E-3,844.4E-3,1.664E3
66.85E-3,951.1E-3,1.664E3
66.88E-3,998.0E-3,1.664E3
66.90E-3,982.3E-3,1.664E3
66.93E-3,904.7E-3,1.664E3
66.95E-3,770.4E-3,1.664E3
66.97E-3,587.6E-3,1.664E3
67.00E-3,367.9E-3,1.664E3
67.02E-3,125.1E-3,1.664E3
67.04E-3,-125.6E-3,1.664E3
67.07E-3,-368.4E-3,1.664E3
67.09E-3,-588.0E-3,1.664E3
67.12E-3,-770.7E-3,1.664E3
67.14E-3,-905.0E-3,1.664E3
67.16E-3,-982.4E-3,1.664E3
67.19E-3,-998.0E-3,1.664E3
67.21E-3,-950.9E-3,1.664E3
67.24E-3,-844.1E-3,1.664E3
67.26E-3,-684.2E-3,1.664E3
67.28E-3,-481.4E-3,1.664E3
67.31E-3,-248.2E-3,1.664E3
67.33E-3,45.26E-6,1.670E3
67.36E-3,248.8E-3,1.670E3
67.38E-3,481.8E-3,1.670E3
67.40E-3,684.6E-3,1.670E3
67.43E-3,844.4E-3,1.670E3
67.45E-3,951.1E-3,1.670E3
67.48E-3,998.0E-3,1.670E3
67.50E-3,982.3E-3,1.670E3
67.52E-3,904.7E-3,1.670E3
67.55E-3,770.4E-3,1.670E3
67.57E-3,587.6E-3,1.670E3
67.59E-3,367.9E-3,1.670E3
67.62E-3,125.1E-3,1.670E3
67.64E-3,-125.6E-3,1.670E3
67.67E-3,-368.4E-3,1.670E3
67.69E-3,-588.0E-3,1.670E3
67.71E-3,-770.7E-3,1.670E3
67.74E-3,-905.0E-3,1.670E3
67.76E-3,-982.4E-3,1.670E3
67.79E-3,-998.0E-3,1.670E3
67.81E-3,-950.9E-3,1.670E3
67.83E-3,-844.1E-3,1.670E3
67.86E-3,-684.2E-3,1.670E3
67.88E-3,-481.4E-3,1.670E3
67.90E-3,-248.2E-3,1.670E3
67.93E-3,45.30E-6,1.676E3
67.95E-3,248.8E-3,1.676E3
67.98E-3,481.8E-3,1.676E3
68.00E-3,684.6E-3,1.676E3
68.02E-3,844.4E-3,1.676E3
68.05E-3,951.1E-3,1.676E3
68.07E-3,998.0E-3,1.676E3
68.10E-3,982.3E-3,1.676E3
68.12E-3,904.7E-3,1.676E3
68.14E-3,770.4E-3,1.676E3
68.17E-3,587.6E-3,1.676E3
68.19E-3,367.9E-3,1.676E3
68.21E-3,125.1E-3,1.676E3
68.24E-3,-125.6E-3,1.676E3
68.26E-3,-368.4E-3,1.676E3
68.29E-3,-588.0E-3,1.676E3
68.31E-3,-770.7E-3,1.676E3
68.33E-3,-905.0E-3,1.676E3
68.36E-3,-982.4E-3,1.676E3
68.38E-3,-998.0E-3,1.676E3
68.40E-3,-950.9E-3,1.676E3
68.43E-3,-844.1E-3,1.676E3
68.45E-3,-684.2E-3,1.676E3
68.48E-3,-481.4E-3,1.676E3
68.50E-3,-248.2E-3,1.676E3
68.52E-3,45.33E-6,1.682E3
68.55E-3,248.8E-3,1.682E3
68.57E-3,481.8E-3,1.682E3
68.59E-3,684.6E-3,1.682E3
68.62E-3,844.4E-3,1.682E3
68.64E-3,951.1E-3,1.682E3
68.67E-3,998.0E-3,1.682E3
68.69E-3,982.3E-3,1.682E3
68.71E-3,904.7E-3,1.682E3
68.74E-3,770.4E-3,1.682E3
68.76E-3,587.6E-3,1.682E3
68.78E-3,367.9E-3,1.682E3
68.81E-3,125.1E-3,1.682E3
68.83E-3,-125.6E-3,1.682E3
68.85E-3,-368.4E-3,1.682E3
68.88E-3,-588.0E-3,1.682E3
68.90E-3,-770.7E-3,1.682E3
68.93E-3,-905.0E-3,1.682E3
68.95E-3,-982.4E-3,1.682E3
68.97E-3,-998.0E-3,1.682E3
69.00E-3,-950.9E-3,1.682E3
69.02E-3,-844.1E-3,1.682E3
69.04E-3,-684.2E-3,1.682E3
69.07E-3,-481.4E-3,1.682E3
69.09E-3,-248.2E-3,1.682E3
69.12E-3,45.36E-6,1.688E3
69.14E-3,248.8E-3,1.688E3
69.16E-3,481.8E-3,1.688E3
69.19E-3,684.6E-3,1.688E3
69.21E-3,844.4E-3,1.688E3
69.23E-3,951.1E-3,1.688E3
69.26E-3,998.0E-3,1.688E3
69.28E-3,982.3E-3,1.688E3
69.30E-3,904.7E-3,1.688E3
69.33E-3,770.4E-3,1.688E3
69.35E-3,587.6E-3,1.688E3
69.38E-3,367.9E-3,1.688E3
69.40E-3,125.1E-3,1.688E3
69.42E-3,-125.6E-3,1.688E3
69.45E-3,-368.4E-3,1.688E3
69.47E-3,-588.0E-3,1.688E3
69.49E-3,-770.7E-3,1.688E3
69.52E-3,-905.0E-3,1.688E3
69.54E-3,-982.4E-3,1.688E3
69.56E-3,-998.0E-3,1.688E3
69.59E-3,-950.9E-3,1.688E3
69.61E-3,-844.1E-3,1.688E3
69.63E-3,-684.2E-3,1.688E3
69.66E-3,-481.4E-3,1.688E3
69.68E-3,-248.2E-3,1.688E3
69.71E-3,45.40E-6,1.694E3
69.73E-3,248.8E-3,1.694E3
69.75E-3,481.8E-3,1.694E3
69.78E-3,684.6E-3,1.694E3
69.80E-3,844.4E-3,1.694E3
69.82E-3,951.1E-3,1.694E3
69.85E-3,998.0E-3,1.694E3
69.87E-3,982.3E-3,1.694E3
69.89E-3,904.7E-3,1.694E3
69.92E-3,770.4E-3,1.694E3
69.94E-3,587.6E-3,1.694E3
69.96E-3,367.9E-3,1.694E3
69.99E-3,125.1E-3,1.694E3
70.01E-3,-125.6E-3,1.694E3
70.04E-3,-368.4E-3,1.694E3
70.06E-3,-588.0E-3,1.694E3
70.08E-3,-770.7E-3,1.694E3
70.11E-3,-905.0E-3,1.694E3
70.13E-3,-982.4E-3,1.694E3
70.15E-3,-998.0E-3,1.694E3
70.18E-3,-950.9E-3,1.694E3
70.20E-3,-844.1E-3,1.694E3
70.22E-3,-684.2E-3,1.694E3
70.25E-3,-481.4E-3,1.694E3
70.27E-3,-248.2E-3,1.694E3
70.29E-3,45.43E-6,1.700E3
70.32E-3,248.8E-3,1.700E3
70.34E-3,481.8E-3,1.700E3
70.36E-3,684.6E-3,1.700E3
70.39E-3,844.4E-3,1.700E3
70.41E-3,951.1E-3,1.700E3
70.43E-3,998.0E-3,1.700E3
70.46E-3,982.3E-3,1.700E3
70.48E-3,904.7E-3,1.700E3
70.51E-3,770.4E-3,1.700E3
70.53E-3,587.6E-3,1.700E3
70.55E-3,367.9E-3,1.700E3
70.58E-3,125.1E-3,1.700E3
70.60E-3,-125.6E-3,1.700E3
70.62E-3,-368.4E-3,1.700E3
70.65E-3,-588.0E-3,1.700E3
70.67E-3,-770.7E-3,1.700E3
70.69E-3,-905.0E-3,1.700E3
70.72E-3,-982.4E-3,1.700E3
70.74E-3,-998.0E-3,1.700E3
70.76E-3,-950.9E-3,1.700E3
70.79E-3,-844.1E-3,1.700E3
70.81E-3,-684.2E-3,1.700E3
70.83E-3,-481.4E-3,1.700E3
70.86E-3,-248.2E-3,1.700E3
70.88E-3,45.46E-6,1.706E3
70.90E-3,248.8E-3,1.706E3
70.93E-3,481.8E-3,1.706E3
70.95E-3,684.6E-3,1.706E3
70.97E-3,844.4E-3,1.706E3
71.00E-3,951.1E-3,1.706E3
71.02E-3,998.0E-3,1.706E3
71.04E-3,982.3E-3,1.706E3
71.07E-3,904.7E-3,1.706E3
71.09E-3,770.4E-3,1.706E3
71.11E-3,587.6E-3,1.706E3
71.14E-3,367.9E-3,1.706E3
71.16E-3,125.1E-3,1.706E3
71.18E-3,-125.6E-3,1.706E3
71.21E-3,-368.4E-3,1.706E3
71.23E-3,-588.0E-3,1.706E3
71.25E-3,-770.7E-3,1.706E3
71.28E-3,-905.0E-3,1.706E3
71.30E-3,-982.4E-3,1.706E3
71.32E-3,-998.0E-3,1.706E3
71.35E-3,-950.9E-3,1.706E3
71.37E-3,-844.1E-3,1.706E3
71.39E-3,-684.2E-3,1.706E3
71.42E-3,-481.4E-3,1.706E3
71.44E-3,-248.2E-3,1.706E3
71.46E-3,45.49E-6,1.712E3
71.49E-3,248.8E-3,1.712E3
71.51E-3,481.8E-3,1.712E3
71.53E-3,684.6E-3,1.712E3
71.56E-3,844.4E-3,1.712E3
71.58E-3,951.1E-3,1.712E3
71.60E-3,998.0E-3,1.712E3
71.63E-3,982.3E-3,1.712E3
71.65E-3,904.7E-3,1.712E3
71.67E-3,770.4E-3,1.712E3
71.70E-3,587.6E-3,1.712E3
71.72E-3,367.9E-3,1.712E3
71.74E-3,125.1E-3,1.712E3
71.77E-3,-125.6E-3,1.712E3
71.79E-3,-368.4E-3,1.712E3
71.81E-3,-588.0E-3,1.712E3
71.84E-3,-770.7E-3,1.712E3
71.86E-3,-905.0E-3,1.712E3
71.88E-3,-982.4E-3,1.712E3
71.91E-3,-998.0E-3,1.712E3
71.93E-3,-950.9E-3,1.712E3
71.95E-3,-844.1E-3,1.712E3
71.98E-3,-684.2E-3,1.712E3
72.00E-3,-481.4E-3,1.712E3
72.02E-3,-248.2E-3,1.712E3
72.05E-3,45.52E-6,1.718E3
72.07E-3,248.8E-3,1.718E3
72.09E-3,481.8E-3,1.718E3
72.12E-3,684.6E-3,1.718E3
72.14E-3,844.4E-3,1.718E3
72.16E-3,951.1E-3,1.718E3
72.19E-3,998.0E-3,1.718E3
72.21E-3,982.3E-3,1.718E3
72.23E-3,904.7E-3,1.718E3
72.26E-3,770.4E-3,1.718E3
72.28E-3,587.6E-3,1.718E3
72.30E-3,367.9E-3,1.718E3
72.33E-3,125.1E-3,1.718E3
72.35E-3,-125.6E-3,1.718E3
72.37E-3,-368.4E-3,1.718E3
72.39E-3,-588.0E-3,1.718E3
72.42E-3,-770.7E-3,1.718E3
72.44E-3,-905.0E-3,1.718E3
72.46E-3,-982.4E-3,1.718E3
72.49E-3,-998.0E-3,1.718E3
72.51E-3,-950.9E-3,1.718E3
72.53E-3,-844.1E-3,1.718E3
72.56E-3,-684.2E-3,1.718E3
72.58E-3,-481.4E-3,1.718E3
72.60E-3,-248.3E-3,1.718E3
72.63E-3,45.55E-6,1.723E3
72.65E-3,248.8E-3,1.723E3
72.67E-3,481.8E-3,1.723E3
72.70E-3,684.6E-3,1.723E3
72.72E-3,844.4E-3,1.723E3
72.74E-3,951.1E-3,1.723E3
72.77E-3,998.0E-3,1.723E3
72.79E-3,982.3E-3,1.723E3
72.81E-3,904.8E-3,1.723E3
72.84E-3,770.4E-3,1.723E3
72.86E-3,587.6E-3,1.723E3
72.88E-3,367.9E-3,1.723E3
72.90E-3,125.1E-3,1.723E3
72.93E-3,-125.6E-3,1.723E3
72.95E-3,-368.4E-3,1.723E3
72.97E-3,-588.0E-3,1.723E3
73.00E-3,-770.7E-3,1.723E3
73.02E-3,-905.0E-3,1.723E3
73.04E-3,-982.4E-3,1.723E3
73.07E-3,-998.0E-3,1.723E3
73.09E-3,-950.9E-3,1.723E3
73.11E-3,-844.1E-3,1.723E3
73.14E-3,-684.2E-3,1.723E3
73.16E-3,-481.4E-3,1.723E3
73.18E-3,-248.3E-3,1.723E3
73.21E-3,45.58E-6,1.729E3
73.23E-3,248.8E-3,1.729E3
73.25E-3,481.8E-3,1.729E3
73.27E-3,684.6E-3,1.729E3
73.30E-3,844.4E-3,1.729E3
73.32E-3,951.1E-3,1.729E3
73.34E-3,998.0E-3,1.729E3
73.37E-3,982.3E-3,1.729E3
73.39E-3,904.8E-3,1.729E3
73.41E-3,770.4E-3,1.729E3
73.44E-3,587.6E-3,1.729E3
73.46E-3,367.9E-3,1.729E3
73.48E-3,125.1E-3,1.729E3
73.51E-3,-125.6E-3,1.729E3
73.53E-3,-368.4E-3,1.729E3
73.55E-3,-588.0E-3,1.729E3
73.57E-3,-770.7E-3,1.729E3
73.60E-3,-905.0E-3,1.729E3
73.62E-3,-982.4E-3,1.729E3
73.64E-3,-998.0E-3,1.729E3
73.67E-3,-950.9E-3,1.729E3
73.69E-3,-844.1E-3,1.729E3
73.71E-3,-684.2E-3,1.729E3
73.74E-3,-481.4E-3,1.729E3
73.76E-3,-248.3E-3,1.729E3
73.78E-3,45.61E-6,1.735E3
73.80E-3,248.8E-3,1.735E3
73.83E-3,481.8E-3,1.735E3
73.85E-3,684.6E-3,1.735E3
73.87E-3,844.4E-3,1.735E3
73.90E-3,951.1E-3,1.735E3
73.92E-3,998.0E-3,1.735E3
73.94E-3,982.3E-3,1.735E3
73.97E-3,904.8E-3,1.735E3
73.99E-3,770.4E-3,1.735E3
74.01E-3,587.6E-3,1.735E3
74.03E-3,367.9E-3,1.735E3
74.06E-3,125.1E-3,1.735E3
74.08E-3,-125.6E-3,1.735E3
74.10E-3,-368.4E-3,1.735E3
74.13E-3,-588.0E-3,1.735E3
74.15E-3,-770.7E-3,1.735E3
74.17E-3,-905.0E-3,1.735E3
74.20E-3,-982.4E-3,1.735E3
74.22E-3,-998.0E-3,1.735E3
74.24E-3,-950.9E-3,1.735E3
74.26E-3,-844.1E-3,1.735E3
74.29E-3,-684.2E-3,1.735E3
74.31E-3,-481.4E-3,1.735E3
74.33E-3,-248.3E-3,1.735E3
74.36E-3,45.64E-6,1.741E3
74.38E-3,248.8E-3,1.741E3
74.40E-3,481.8E-3,1.741E3
74.42E-3,684.6E-3,1.741E3
74.45E-3,844.4E-3,1.741E3
74.47E-3,951.1E-3,1.741E3
74.49E-3,998.0E-3,1.741E3
74.52E-3,982.3E-3,1.741E3
74.54E-3,904.8E-3,1.741E3
74.56E-3,770.4E-3,1.741E3
74.59E-3,587.6E-3,1.741E3
74.61E-3,367.9E-3,1.741E3
74.63E-3,125.1E-3,1.741E3
74.65E-3,-125.6E-3,1.741E3
74.68E-3,-368.4E-3,1.741E3
74.70E-3,-588.0E-3,1.741E3
74.72E-3,-770.7E-3,1.741E3
74.75E-3,-905.0E-3,1.741E3
74.77E-3,-982.4E-3,1.741E3
74.79E-3,-998.0E-3,1.741E3
74.81E-3,-950.9E-3,1.741E3
74.84E-3,-844.1E-3,1.741E3
74.86E-3,-684.2E-3,1.741E3
74.88E-3,-481.4E-3,1.741E3
74.91E-3,-248.3E-3,1.741E3
74.93E-3,45.67E-6,1.746E3
74.95E-3,248.8E-3,1.746E3
74.97E-3,481.8E-3,1.746E3
75.00E-3,684.6E-3,1.746E3
75.02E-3,844.4E-3,1.746E3
75.04E-3,951.1E-3,1.746E3
75.07E-3,998.0E-3,1.746E3
75.09E-3,982.3E-3,1.746E3
75.11E-3,904.8E-3,1.746E3
75.13E-3,770.4E-3,1.746E3
75.16E-3,587.6E-3,1.746E3
75.18E-3,367.9E-3,1.746E3
75.20E-3,125.1E-3,1.746E3
75.23E-3,-125.6E-3,1.746E3
75.25E-3,-368.4E-3,1.746E3
75.27E-3,-588.0E-3,1.746E3
75.29E-3,-770.7E-3,1.746E3
75.32E-3,-905.0E-3,1.746E3
75.34E-3,-982.4E-3,1.746E3
75.36E-3,-998.0E-3,1.746E3
75.39E-3,-950.9E-3,1.746E3
75.41E-3,-844.1E-3,1.746E3
75.43E-3,-684.3E-3,1.746E3
75.45E-3,-481.4E-3,1.746E3
75.48E-3,-248.3E-3,1.746E3
75.50E-3,45.70E-6,1.752E3
75.52E-3,248.7E-3,1.752E3
75.54E-3,481.8E-3,1.752E3
75.57E-3,684.6E-3,1.752E3
75.59E-3,844.4E-3,1.752E3
75.61E-3,951.1E-3,1.752E3
75.64E-3,998.0E-3,1.752E3
75.66E-3,982.3E-3,1.752E3
75.68E-3,904.8E-3,1.752E3
75.70E-3,770.4E-3,1.752E3
75.73E-3,587.6E-3,1.752E3
75.75E-3,367.9E-3,1.752E3
75.77E-3,125.1E-3,1.752E3
75.80E-3,-125.6E-3,1.752E3
75.82E-3,-368.4E-3,1.752E3
75.84E-3,-588.0E-3,1.752E3
75.86E-3,-770.7E-3,1.752E3
75.89E-3,-905.0E-3,1.752E3
75.91E-3,-982.4E-3,1.752E3
75.93E-3,-998.0E-3,1.752E3
75.95E-3,-950.9E-3,1.752E3
75.98E-3,-844.1E-3,1.752E3
76.00E-3,-684.3E-3,1.752E3
76.02E-3,-481.4E-3,1.752E3
76.05E-3,-248.3E-3,1.752E3
76.07E-3,45.72E-6,1.758E3
76.09E-3,248.7E-3,1.758E3
76.11E-3,481.8E-3,1.758E3
76.14E-3,684.6E-3,1.758E3
76.16E-3,844.4E-3,1.758E3
76.18E-3,951.1E-3,1.758E3
76.20E-3,998.0E-3,1.758E3
76.23E-3,982.3E-3,1.758E3
76.25E-3,904.8E-3,1.758E3
76.27E-3,770.4E-3,1.758E3
76.30E-3,587.6E-3,1.758E3
76.32E-3,367.9E-3,1.758E3
76.34E-3,125.1E-3,1.758E3
76.36E-3,-125.6E-3,1.758E3
76.39E-3,-368.4E-3,1.758E3
76.41E-3,-588.0E-3,1.758E3
76.43E-3,-770.7E-3,1.758E3
76.45E-3,-905.0E-3,1.758E3
76.48E-3,-982.4E-3,1.758E3
76.50E-3,-998.0E-3,1.758E3
76.52E-3,-950.9E-3,1.758E3
76.54E-3,-844.1E-3,1.758E3
76.57E-3,-684.3E-3,1.758E3
76.59E-3,-481.4E-3,1.758E3
76.61E-3,-248.3E-3,1.758E3
76.64E-3,45.75E-6,1.764E3
76.66E-3,248.7E-3,1.764E3
76.68E-3,481.8E-3,1.764E3
76.70E-3,684.6E-3,1.764E3
76.73E-3,844.4E-3,1.764E3
76.75E-3,951.1E-3,1.764E3
76.77E-3,998.0E-3,1.764E3
76.79E-3,982.3E-3,1.764E3
76.82E-3,904.8E-3,1.764E3
76.84E-3,770.4E-3,1.764E3
76.86E-3,587.6E-3,1.764E3
76.88E-3,367.9E-3,1.764E3
76.91E-3,125.1E-3,1.764E3
76.93E-3,-125.6E-3,1.764E3
76.95E-3,-368.4E-3,1.764E3
76.97E-3,-588.0E-3,1.764E3
77.00E-3,-770.7E-3,1.764E3
77.02E-3,-905.0E-3,1.764E3
77.04E-3,-982.3E-3,1.764E3
77.06E-3,-998.0E-3,1.764E3
77.09E-3,-950.9E-3,1.764E3
77.11E-3,-844.1E-3,1.764E3
77.13E-3,-684.3E-3,1.764E3
77.16E-3,-481.4E-3,1.764E3
77.18E-3,-248.3E-3,1.764E3
77.20E-3,45.78E-6,1.769E3
77.22E-3,248.7E-3,1.769E3
77.25E-3,481.8E-3,1.769E3
77.27E-3,684.6E-3,1.769E3
77.29E-3,844.4E-3,1.769E3
77.31E-3,951.1E-3,1.769E3
77.34E-3,998.0E-3,1.769E3
77.36E-3,982.3E-3,1.769E3
77.38E-3,904.8E-3,1.769E3
77.40E-3,770.4E-3,1.769E3
77.43E-3,587.6E-3,1.769E3
77.45E-3,367.9E-3,1.769E3
77.47E-3,125.1E-3,1.769E3
77.49E-3,-125.6E-3,1.769E3
77.52E-3,-368.4E-3,1.769E3
77.54E-3,-588.0E-3,1.769E3
77.56E-3,-770.7E-3,1.769E3
77.58E-3,-905.0E-3,1.769E3
77.61E-3,-982.3E-3,1.769E3
77.63E-3,-998.0E-3,1.769E3
77.65E-3,-950.9E-3,1.769E3
77.67E-3,-844.1E-3,1.769E3
77.70E-3,-684.3E-3,1.769E3
77.72E-3,-481.4E-3,1.769E3
77.74E-3,-248.3E-3,1.769E3
77.76E-3,45.81E-6,1.775E3
77.79E-3,248.7E-3,1.775E3
77.81E-3,481.8E-3,1.775E3
77.83E-3,684.6E-3,1.775E3
77.85E-3,844.4E-3,1.775E3
77.88E-3,951.1E-3,1.775E3
77.90E-3,998.0E-3,1.775E3
77.92E-3,982.3E-3,1.775E3
77.94E-3,904.8E-3,1.775E3
77.97E-3,770.4E-3,1.775E3
77.99E-3,587.6E-3,1.775E3
78.01E-3,367.9E-3,1.775E3
78.03E-3,125.1E-3,1.775E3
78.06E-3,-125.6E-3,1.775E3
78.08E-3,-368.4E-3,1.775E3
78.10E-3,-588.0E-3,1.775E3
78.12E-3,-770.7E-3,1.775E3
78.15E-3,-905.0E-3,1.775E3
78.17E-3,-982.3E-3,1.775E3
78.19E-3,-998.0E-3,1.775E3
78.21E-3,-950.9E-3,1.775E3
78.24E-3,-844.1E-3,1.775E3
78.26E-3,-684.3E-3,1.775E3
78.28E-3,-481.4E-3,1.775E3
78.30E-3,-248.3E-3,1.775E3
78.33E-3,45.83E-6,1.780E3
78.35E-3,248.7E-3,1.780E3
78.37E-3,481.8E-3,1.780E3
78.39E-3,684.6E-3,1.780E3
78.42E-3,844.4E-3,1.780E3
78.44E-3,951.1E-3,1.780E3
78.46E-3,998.0E-3,1.780E3
78.48E-3,982.3E-3,1.780E3
78.50E-3,904.8E-3,1.780E3
78.53E-3,770.4E-3,1.780E3
78.55E-3,587.6E-3,1.780E3
78.57E-3,367.9E-3,1.780E3
78.59E-3,125.1E-3,1.780E3
78.62E-3,-125.6E-3,1.780E3
78.64E-3,-368.4E-3,1.780E3
78.66E-3,-588.0E-3,1.780E3
78.68E-3,-770.7E-3,1.780E3
78.71E-3,-905.0E-3,1.780E3
78.73E-3,-982.3E-3,1.780E3
78.75E-3,-998.0E-3,1.780E3
78.77E-3,-950.9E-3,1.780E3
78.80E-3,-844.1E-3,1.780E3
78.82E-3,-684.3E-3,1.780E3
78.84E-3,-481.4E-3,1.780E3
78.86E-3,-248.3E-3,1.780E3
